Areaname,STCOU,EAN010201F,EAN010201D,EAN010201N1,EAN010201N2,EAN010202F,EAN010202D,EAN010202N1,EAN010202N2,EAN010203F,EAN010203D,EAN010203N1,EAN010203N2,EAN010204F,EAN010204D,EAN010204N1,EAN010204N2,EAN010205F,EAN010205D,EAN010205N1,EAN010205N2,EAN010206F,EAN010206D,EAN010206N1,EAN010206N2,EAN010207F,EAN010207D,EAN010207N1,EAN010207N2,EAN012204F,EAN012204D,EAN012204N1,EAN012204N2,EAN012205F,EAN012205D,EAN012205N1,EAN012205N2,EAN012206F,EAN012206D,EAN012206N1,EAN012206N2,EAN012207F,EAN012207D,EAN012207N1,EAN012207N2
"Baker, FL",12003,0,190890,0000,0000,0,209102,0000,0000,0,234984,0000,0000,0,255131,0000,0000,0,278851,0000,0000,0,287474,0000,0000,0,305962,0000,0000,0,29987,0000,0000,0,30819,0000,0000,0,30861,0000,0000,0,31091,0000,0000
"Bay, FL",12005,0,2554075,0000,0000,0,2776263,0000,0000,0,3024378,0000,0000,0,3308572,0000,0000,0,3644970,0000,0000,0,3905326,0000,0000,0,3934058,0000,0000,0,34663,0000,0000,0,36818,0000,0000,0,38090,0000,0000,0,38243,0000,0000
"Bradford, FL",12007,0,253700,0000,0000,0,254414,0000,0000,0,276197,0000,0000,0,301674,0000,0000,0,312839,0000,0000,0,329292,0000,0000,0,339770,0000,0000,0,29102,0000,0000,0,29659,0000,0000,0,29615,0000,0000,0,30299,0000,0000
"Brevard, FL",12009,0,8675720,0000,0000,0,9068375,0000,0000,0,9698783,0000,0000,0,10581540,0000,0000,0,11498592,0000,0000,0,12100547,0000,0000,0,12186303,0000,0000,0,39193,0000,0000,0,41233,0000,0000,0,42014,0000,0000,0,42382,0000,0000
"Broward, FL",12011,0,32294900,0000,0000,0,33382132,0000,0000,0,35652909,0000,0000,0,38389787,0000,0000,0,42371456,0000,0000,0,45114971,0000,0000,0,45935088,0000,0000,0,40137,0000,0000,0,42219,0000,0000,0,43272,0000,0000,0,42949,0000,0000
"Calhoun, FL",12013,0,102886,0000,0000,0,99314,0000,0000,0,104316,0000,0000,0,108089,0000,0000,0,115444,0000,0000,0,122487,0000,0000,0,124464,0000,0000,0,24252,0000,0000,0,25717,0000,0000,0,27069,0000,0000,0,27099,0000,0000
"Charlotte, FL",12015,0,1473113,0000,0000,0,1516089,0000,0000,0,1594410,0000,0000,0,1743775,0000,0000,0,1972493,0000,0000,0,2164025,0000,0000,0,2131648,0000,0000,0,27900,0000,0000,0,30433,0000,0000,0,30561,0000,0000,0,29945,0000,0000
"Citrus, FL",12017,0,1071044,0000,0000,0,1083073,0000,0000,0,1182071,0000,0000,0,1283386,0000,0000,0,1444217,0000,0000,0,1568473,0000,0000,0,1585467,0000,0000,0,26897,0000,0000,0,28784,0000,0000,0,29135,0000,0000,0,28959,0000,0000
"Clay, FL",12019,0,1302760,0000,0000,0,1327204,0000,0000,0,1464782,0000,0000,0,1595460,0000,0000,0,1788323,0000,0000,0,1986781,0000,0000,0,2033177,0000,0000,0,28284,0000,0000,0,30094,0000,0000,0,31055,0000,0000,0,31275,0000,0000
"Collier, FL",12021,0,5244510,0000,0000,0,5364248,0000,0000,0,6006228,0000,0000,0,6646788,0000,0000,0,7424932,0000,0000,0,7905014,0000,0000,0,8029708,0000,0000,0,36403,0000,0000,0,39635,0000,0000,0,40127,0000,0000,0,40833,0000,0000
"Columbia, FL",12023,0,697123,0000,0000,0,711737,0000,0000,0,750062,0000,0000,0,840874,0000,0000,0,949914,0000,0000,0,1001121,0000,0000,0,1058488,0000,0000,0,33169,0000,0000,0,34128,0000,0000,0,35226,0000,0000,0,36020,0000,0000
"DeSoto, FL",12027,0,328688,0000,0000,0,315724,0000,0000,0,326919,0000,0000,0,333541,0000,0000,0,371930,0000,0000,0,414597,0000,0000,0,432100,0000,0000,0,23632,0000,0000,0,24257,0000,0000,0,25759,0000,0000,0,26467,0000,0000
"Dixie, FL",12029,0,103341,0000,0000,0,102413,0000,0000,0,98363,0000,0000,0,105854,0000,0000,0,122787,0000,0000,0,127417,0000,0000,0,124934,0000,0000,0,24594,0000,0000,0,26618,0000,0000,0,26507,0000,0000,0,26247,0000,0000
"Duval, FL",12031,0,22366267,0000,0000,0,23083258,0000,0000,0,24756674,0000,0000,0,26574764,0000,0000,0,28216462,0000,0000,0,30478242,0000,0000,0,31371664,0000,0000,0,43630,0000,0000,0,45407,0000,0000,0,47289,0000,0000,0,47835,0000,0000
"Escambia, FL",12033,0,5725500,0000,0000,0,5741475,0000,0000,0,5990382,0000,0000,0,6378624,0000,0000,0,6755628,0000,0000,0,7212504,0000,0000,0,7449969,0000,0000,0,36140,0000,0000,0,38104,0000,0000,0,39610,0000,0000,0,40514,0000,0000
"Flagler, FL",12035,0,435055,0000,0000,0,466121,0000,0000,0,560395,0000,0000,0,631363,0000,0000,0,722733,0000,0000,0,786048,0000,0000,0,784572,0000,0000,0,31074,0000,0000,0,32182,0000,0000,0,32901,0000,0000,0,33396,0000,0000
"Franklin, FL",12037,0,108265,0000,0000,0,116131,0000,0000,0,124924,0000,0000,0,134675,0000,0000,0,141529,0000,0000,0,154754,0000,0000,0,157188,0000,0000,0,22884,0000,0000,0,23818,0000,0000,0,25074,0000,0000,0,24797,0000,0000
"Gadsden, FL",12039,0,501560,0000,0000,0,513252,0000,0000,0,556679,0000,0000,0,574543,0000,0000,0,596983,0000,0000,0,611856,0000,0000,0,649723,0000,0000,0,30005,0000,0000,0,30895,0000,0000,0,31544,0000,0000,0,32732,0000,0000
"Gilchrist, FL",12041,0,108738,0000,0000,0,101682,0000,0000,0,109457,0000,0000,0,120380,0000,0000,0,125012,0000,0000,0,132795,0000,0000,0,139958,0000,0000,0,23150,0000,0000,0,23708,0000,0000,0,24022,0000,0000,0,24935,0000,0000
"Glades, FL",12043,0,62035,0000,0000,0,60908,0000,0000,0,58745,0000,0000,0,68174,0000,0000,0,75021,0000,0000,0,80866,0000,0000,0,84676,0000,0000,0,17879,0000,0000,0,18793,0000,0000,0,19481,0000,0000,0,19966,0000,0000
"Gulf, FL",12045,0,132157,0000,0000,0,133144,0000,0000,0,148670,0000,0000,0,163259,0000,0000,0,177382,0000,0000,0,190797,0000,0000,0,189528,0000,0000,0,28988,0000,0000,0,30121,0000,0000,0,30883,0000,0000,0,30979,0000,0000
"Hamilton, FL",12047,0,146666,0000,0000,0,139054,0000,0000,0,161888,0000,0000,0,182048,0000,0000,0,186347,0000,0000,0,188982,0000,0000,0,187457,0000,0000,0,38725,0000,0000,0,39009,0000,0000,0,39094,0000,0000,0,38437,0000,0000
"Hardee, FL",12049,0,279053,0000,0000,0,278593,0000,0000,0,283466,0000,0000,0,289187,0000,0000,0,323326,0000,0000,0,342291,0000,0000,0,356178,0000,0000,0,23592,0000,0000,0,25014,0000,0000,0,25206,0000,0000,0,25654,0000,0000
"Hendry, FL",12051,0,477235,0000,0000,0,490480,0000,0000,0,477730,0000,0000,0,499035,0000,0000,0,525645,0000,0000,0,563180,0000,0000,0,613816,0000,0000,0,25368,0000,0000,0,25466,0000,0000,0,26832,0000,0000,0,28768,0000,0000
"Hernando, FL",12053,0,1122527,0000,0000,0,1177091,0000,0000,0,1306762,0000,0000,0,1438950,0000,0000,0,1635837,0000,0000,0,1727324,0000,0000,0,1708671,0000,0000,0,26941,0000,0000,0,28614,0000,0000,0,28623,0000,0000,0,28005,0000,0000
"Highlands, FL",12055,0,817037,0000,0000,0,874710,0000,0000,0,935956,0000,0000,0,994306,0000,0000,0,1081684,0000,0000,0,1161960,0000,0000,0,1195981,0000,0000,0,25499,0000,0000,0,27006,0000,0000,0,27756,0000,0000,0,28218,0000,0000
"Hillsborough, FL",12057,0,27698879,0000,0000,0,29552858,0000,0000,0,30700289,0000,0000,0,33151749,0000,0000,0,35514086,0000,0000,0,37750054,0000,0000,0,39154518,0000,0000,0,42710,0000,0000,0,44373,0000,0000,0,46512,0000,0000,0,47446,0000,0000
"Holmes, FL",12059,0,139574,0000,0000,0,129798,0000,0000,0,138181,0000,0000,0,149386,0000,0000,0,155343,0000,0000,0,158043,0000,0000,0,167805,0000,0000,0,21594,0000,0000,0,21873,0000,0000,0,21772,0000,0000,0,22585,0000,0000
"Indian River, FL",12061,0,1730105,0000,0000,0,1777835,0000,0000,0,2000179,0000,0000,0,2161261,0000,0000,0,2359306,0000,0000,0,2547507,0000,0000,0,2663111,0000,0000,0,33187,0000,0000,0,34899,0000,0000,0,35671,0000,0000,0,37118,0000,0000
"Jackson, FL",12063,0,482109,0000,0000,0,506341,0000,0000,0,560749,0000,0000,0,559577,0000,0000,0,613673,0000,0000,0,618488,0000,0000,0,642725,0000,0000,0,29251,0000,0000,0,31235,0000,0000,0,31182,0000,0000,0,32143,0000,0000
"Jefferson, FL",12065,0,108378,0000,0000,0,107400,0000,0000,0,119362,0000,0000,0,128235,0000,0000,0,130752,0000,0000,0,136630,0000,0000,0,140658,0000,0000,0,25174,0000,0000,0,26187,0000,0000,0,26665,0000,0000,0,27191,0000,0000
"Lafayette, FL",12067,0,65812,0000,0000,0,58388,0000,0000,0,60329,0000,0000,0,69391,0000,0000,0,67403,0000,0000,0,65431,0000,0000,0,74450,0000,0000,0,28334,0000,0000,0,26972,0000,0000,0,26162,0000,0000,0,29025,0000,0000
"Lake, FL",12069,0,2462405,0000,0000,0,2616558,0000,0000,0,2851337,0000,0000,0,3224174,0000,0000,0,3503780,0000,0000,0,3834600,0000,0000,0,3832039,0000,0000,0,29913,0000,0000,0,31920,0000,0000,0,32530,0000,0000,0,31682,0000,0000
"Lee, FL",12071,0,7675729,0000,0000,0,8041970,0000,0000,0,8967897,0000,0000,0,10184871,0000,0000,0,11565278,0000,0000,0,12524437,0000,0000,0,12473131,0000,0000,0,36546,0000,0000,0,38920,0000,0000,0,39733,0000,0000,0,39529,0000,0000
"Leon, FL",12073,0,5961867,0000,0000,0,6117067,0000,0000,0,6334950,0000,0000,0,6736522,0000,0000,0,7121960,0000,0000,0,7450209,0000,0000,0,7732167,0000,0000,0,38061,0000,0000,0,39126,0000,0000,0,39878,0000,0000,0,41037,0000,0000
"Levy, FL",12075,0,283917,0000,0000,0,292767,0000,0000,0,317242,0000,0000,0,340327,0000,0000,0,377144,0000,0000,0,374193,0000,0000,0,385817,0000,0000,0,25575,0000,0000,0,26306,0000,0000,0,26456,0000,0000,0,26901,0000,0000
"Liberty, FL",12077,0,69488,0000,0000,0,75163,0000,0000,0,83146,0000,0000,0,90150,0000,0000,0,104628,0000,0000,0,118965,0000,0000,0,131004,0000,0000,0,31108,0000,0000,0,33417,0000,0000,0,35343,0000,0000,0,37154,0000,0000
"Madison, FL",12079,0,174656,0000,0000,0,164743,0000,0000,0,171783,0000,0000,0,183667,0000,0000,0,191051,0000,0000,0,192243,0000,0000,0,184249,0000,0000,0,25122,0000,0000,0,25487,0000,0000,0,26070,0000,0000,0,26457,0000,0000
"Manatee, FL",12081,0,4984502,0000,0000,0,5160674,0000,0000,0,5013324,0000,0000,0,5444458,0000,0000,0,6107574,0000,0000,0,6621948,0000,0000,0,6665531,0000,0000,0,33650,0000,0000,0,35395,0000,0000,0,36235,0000,0000,0,36505,0000,0000
"Marion, FL",12083,0,3119956,0000,0000,0,3245518,0000,0000,0,3566866,0000,0000,0,3866249,0000,0000,0,4259991,0000,0000,0,4735607,0000,0000,0,4792818,0000,0000,0,29925,0000,0000,0,31435,0000,0000,0,32663,0000,0000,0,32412,0000,0000
"Martin, FL",12085,0,2209779,0000,0000,0,2335625,0000,0000,0,2481656,0000,0000,0,2606390,0000,0000,0,3015180,0000,0000,0,3192793,0000,0000,0,3359873,0000,0000,0,31865,0000,0000,0,34581,0000,0000,0,35079,0000,0000,0,36535,0000,0000
"Miami-Dade, FL",12086,0,49452837,0000,0000,0,51735687,0000,0000,0,53454294,0000,0000,0,57609823,0000,0000,0,61636456,0000,0000,0,66014645,0000,0000,0,68006431,0000,0000,0,42486,0000,0000,0,44386,0000,0000,0,46357,0000,0000,0,46756,0000,0000
"Monroe, FL",12087,0,1554386,0000,0000,0,1585757,0000,0000,0,1694469,0000,0000,0,1783352,0000,0000,0,1896629,0000,0000,0,2010169,0000,0000,0,2102731,0000,0000,0,31983,0000,0000,0,34056,0000,0000,0,35614,0000,0000,0,36833,0000,0000
"Nassau, FL",12089,0,737000,0000,0000,0,739943,0000,0000,0,801862,0000,0000,0,848955,0000,0000,0,914367,0000,0000,0,977277,0000,0000,0,1024982,0000,0000,0,34058,0000,0000,0,35434,0000,0000,0,36039,0000,0000,0,36275,0000,0000
"Okaloosa, FL",12091,0,3773591,0000,0000,0,4074860,0000,0000,0,4506595,0000,0000,0,4997449,0000,0000,0,5353186,0000,0000,0,5650310,0000,0000,0,5763096,0000,0000,0,39911,0000,0000,0,42234,0000,0000,0,43345,0000,0000,0,44141,0000,0000
"Okeechobee, FL",12093,0,347061,0000,0000,0,359594,0000,0000,0,376643,0000,0000,0,413869,0000,0000,0,457560,0000,0000,0,478662,0000,0000,0,487991,0000,0000,0,31734,0000,0000,0,33061,0000,0000,0,33555,0000,0000,0,34247,0000,0000
"Orange, FL",12095,0,27244576,0000,0000,0,28138570,0000,0000,0,30015201,0000,0000,0,32913662,0000,0000,0,35788464,0000,0000,0,38168621,0000,0000,0,39742491,0000,0000,0,41818,0000,0000,0,43832,0000,0000,0,45192,0000,0000,0,45655,0000,0000
"Osceola, FL",12097,0,1852297,0000,0000,0,1991597,0000,0000,0,2177651,0000,0000,0,2468770,0000,0000,0,2976850,0000,0000,0,3165818,0000,0000,0,3294028,0000,0000,0,31318,0000,0000,0,33274,0000,0000,0,34215,0000,0000,0,34817,0000,0000
"Palm Beach, FL",12099,0,26898480,0000,0000,0,27725663,0000,0000,0,28741278,0000,0000,0,30628176,0000,0000,0,33623757,0000,0000,0,35637201,0000,0000,0,36749037,0000,0000,0,41475,0000,0000,0,43464,0000,0000,0,44562,0000,0000,0,45470,0000,0000
"Pasco, FL",12101,0,2636845,0000,0000,0,2812000,0000,0000,0,3148372,0000,0000,0,3500002,0000,0000,0,3901614,0000,0000,0,4404800,0000,0000,0,4494401,0000,0000,0,29588,0000,0000,0,30849,0000,0000,0,32315,0000,0000,0,32718,0000,0000
"Pinellas, FL",12103,0,19894217,0000,0000,0,20175337,0000,0000,0,20112690,0000,0000,0,21438127,0000,0000,0,22618368,0000,0000,0,23778899,0000,0000,0,24219366,0000,0000,0,36980,0000,0000,0,38680,0000,0000,0,39752,0000,0000,0,40128,0000,0000
"Polk, FL",12105,0,7761339,0000,0000,0,7810034,0000,0000,0,8254416,0000,0000,0,8906124,0000,0000,0,9826779,0000,0000,0,10472434,0000,0000,0,10600297,0000,0000,0,35066,0000,0000,0,36730,0000,0000,0,37780,0000,0000,0,38006,0000,0000
"Putnam, FL",12107,0,665859,0000,0000,0,678169,0000,0000,0,772310,0000,0000,0,747051,0000,0000,0,808352,0000,0000,0,842925,0000,0000,0,841107,0000,0000,0,32878,0000,0000,0,34323,0000,0000,0,35033,0000,0000,0,35185,0000,0000
"St. Johns, FL",12109,0,1684843,0000,0000,0,1788463,0000,0000,0,1967630,0000,0000,0,2184315,0000,0000,0,2449224,0000,0000,0,2771759,0000,0000,0,2904100,0000,0000,0,34422,0000,0000,0,36339,0000,0000,0,37861,0000,0000,0,38483,0000,0000
"St. Lucie, FL",12111,0,2003929,0000,0000,0,2185327,0000,0000,0,2391605,0000,0000,0,2842746,0000,0000,0,3194544,0000,0000,0,3475663,0000,0000,0,3651328,0000,0000,0,30589,0000,0000,0,32236,0000,0000,0,33191,0000,0000,0,34282,0000,0000
"Santa Rosa, FL",12113,0,1051000,0000,0000,0,1096724,0000,0000,0,1234030,0000,0000,0,1355510,0000,0000,0,1555553,0000,0000,0,1720434,0000,0000,0,1681074,0000,0000,0,29306,0000,0000,0,32059,0000,0000,0,34275,0000,0000,0,32877,0000,0000
"Sarasota, FL",12115,0,6306128,0000,0000,0,6737417,0000,0000,0,6823565,0000,0000,0,7575149,0000,0000,0,8300524,0000,0000,0,8769025,0000,0000,0,8635264,0000,0000,0,35305,0000,0000,0,37026,0000,0000,0,37936,0000,0000,0,37169,0000,0000
"Seminole, FL",12117,0,6783646,0000,0000,0,7258906,0000,0000,0,7630985,0000,0000,0,8322474,0000,0000,0,9570498,0000,0000,0,10131573,0000,0000,0,10291209,0000,0000,0,39461,0000,0000,0,42133,0000,0000,0,41864,0000,0000,0,41946,0000,0000
"Sumter, FL",12119,0,383649,0000,0000,0,409873,0000,0000,0,498800,0000,0000,0,554414,0000,0000,0,800521,0000,0000,0,920127,0000,0000,0,989550,0000,0000,0,32235,0000,0000,0,34560,0000,0000,0,35519,0000,0000,0,37312,0000,0000
"Suwannee, FL",12121,0,361081,0000,0000,0,367425,0000,0000,0,377313,0000,0000,0,409458,0000,0000,0,408426,0000,0000,0,429138,0000,0000,0,456118,0000,0000,0,28009,0000,0000,0,27565,0000,0000,0,28079,0000,0000,0,28251,0000,0000
"Taylor, FL",12123,0,251789,0000,0000,0,259465,0000,0000,0,262756,0000,0000,0,273384,0000,0000,0,301888,0000,0000,0,312601,0000,0000,0,337219,0000,0000,0,32091,0000,0000,0,33727,0000,0000,0,34424,0000,0000,0,36342,0000,0000
"Union, FL",12125,0,146340,0000,0000,0,141874,0000,0000,0,156026,0000,0000,0,167294,0000,0000,0,179618,0000,0000,0,183899,0000,0000,0,184996,0000,0000,0,32346,0000,0000,0,33845,0000,0000,0,34322,0000,0000,0,34463,0000,0000
"Volusia, FL",12127,0,5300446,0000,0000,0,5630021,0000,0000,0,6005317,0000,0000,0,6484980,0000,0000,0,7014949,0000,0000,0,7502481,0000,0000,0,7654616,0000,0000,0,31748,0000,0000,0,33019,0000,0000,0,33815,0000,0000,0,34271,0000,0000
"Wakulla, FL",12129,0,209978,0000,0000,0,173040,0000,0000,0,179333,0000,0000,0,200940,0000,0000,0,219842,0000,0000,0,246758,0000,0000,0,265145,0000,0000,0,26374,0000,0000,0,27034,0000,0000,0,28291,0000,0000,0,29025,0000,0000
